Voie;Numéro;Code;Ville;Cible
CHEMIN DE GAILLAGUES;1:9999:n;81000;ALBI;0805
IMPASSE AUGER GAILLARD;1:9999:n;81000;ALBI;0110
RUE AUGER GAILLARD;1:9999:n;81000;ALBI;0110
IMPASSE DE GALINOU;1:9999:n;81000;ALBI;0111
RUE DE GALINOU;1:9999:n;81000;ALBI;0111
RUE HAMEAU DE GALINOU;1:9999:n;81000;ALBI;0111
RUE DU GENERAL GALLIENI;1:9999:n;81000;ALBI;0203
RUE EVARISTE GALOIS;1:9999:n;81000;ALBI;8002
IMPASSE GAMBETTA;1:9999:n;81000;ALBI;0407
AVENUE GAMBETTA;2:42:p;81000;ALBI;9002
AVENUE GAMBETTA;7:33:i;81000;ALBI;9002
AVENUE GAMBETTA;2:158:p;81000;ALBI;0407
AVENUE GAMBETTA;7:155:i;81000;ALBI;0407
AVENUE GAMBETTA;196:230:p;81000;ALBI;0408
AVENUE GAMBETTA;161:239:i;81000;ALBI;0408
AVENUE GAMBETTA;232:236:p;81000;ALBI;0417
RUE GANDHI;1:9999:n;81000;ALBI;0305
RUE ANDRE GANDIOL;1:9999:n;81000;ALBI;0114
RUE DE GARDES;1:9999:n;81000;ALBI;0411
CHEMIN DE GARIS;1:9999:n;81000;ALBI;1005
RUE DU GARRIC;1:9999:n;81000;ALBI;0106
RUE CAPITAINE GARRIGUES;1:9999:n;81000;ALBI;0106
RUE ROLAND GARROS;1:9999:n;81000;ALBI;0411
RUE PAUL GAUGUIN;1:9999:n;81000;ALBI;0101
RUE CHARLY GAUL;1:9999:n;81000;ALBI;0805
AVENUE CHARLES DE GAULLE;1:9999:n;81000;ALBI;0415
RUE DE GEMBLOUX;1:9999:n;81000;ALBI;0203
IMPASSE DES GENETS;1:9999:n;81000;ALBI;0805
RUE DE GENEVE;1:9999:n;81000;ALBI;0415
RUE MAURICE GENEVOIX;1:9999:n;81000;ALBI;0407
AVENUE PIERRE GILLES DE GENNES;1:9999:n;81000;ALBI;8001
AVENUE DE GERONE;16:94:p;81000;ALBI;0305
AVENUE DE GERONE;1:85:i;81000;ALBI;0305
AVENUE DE GERONE;106:122:p;81000;ALBI;8002
AVENUE DE GERONE;103:i;81000;ALBI;8002
ROND POINT DE GESSE;1:9999:n;81000;ALBI;0205
RUE LOUIS GIBERT;1:9999:n;81000;ALBI;0205
RUE PIERRE GILLES;1:9999:n;81000;ALBI;0205
RUE TRAVERSIERE PIERRE GILLES;1:9999:n;81000;ALBI;0205
RUE DU GENERAL GIRAUD;1:9999:n;81000;ALBI;0415
CHEMIN DU GO;9:55:i;81000;ALBI;0101
CHEMIN DU GO;22:60:p;81000;ALBI;0107
PLACE HENRI DE GORSSE;1:9999:n;81000;ALBI;0401
RUE GENERAL BARON GORSSE;1:9999:n;81000;ALBI;0412
RUE CHARLES GOUNOD;1:9999:n;81000;ALBI;0405
RUE DOCTEUR GOURC;1:9999:n;81000;ALBI;0107
LE GOUTY;1:9999:n;81000;ALBI;1005
RUE FRANCISCO GOYA;1:9999:n;81000;ALBI;0107
RUE PUITS DE LA GRACE;1:9999:n;81000;ALBI;0403
RUE EMILE GRAND;1:9999:n;81000;ALBI;0401
RUE RENE GRANIER;1:9999:n;81000;ALBI;0303
RUE ANGELY GRAS;1:9999:n;81000;ALBI;0303
ROUTE VIEILLE DE GRAULHET;1:9999:n;81000;ALBI;1007
ROUTE VIEILLE DE GRAULHET;131:133:i;81000;ALBI;0418
ROUTE VIEILLE DE GRAULHET;135:143:i;81000;ALBI;1005
ROUTE VIEILLE DE GRAULHET;145:189:i;81000;ALBI;1006
RUE ABBE GREGOIRE;1:9999:n;81000;ALBI;0304
RUE DES GRENADIERS;1:9999:n;81000;ALBI;0403
CHEMIN DES GREZES;1:9999:n;81000;ALBI;0301
RUE MAURICE DE GUERIN;1:9999:n;81000;ALBI;0417
RUE DE GUILLASSE;1:9999:n;81000;ALBI;0114
IMPASSE HENRI GUILLAUMET;1:9999:n;81000;ALBI;0409
RUE DOMINIQUE GUILLET;1:9999:n;81000;ALBI;0304
RUE SACHA GUITRY;1:9999:n;81000;ALBI;0413
CHEMIN DE LA GUITTARDIE;1:9999:n;81000;ALBI;1005
RUE GUYNEMER;1:9999:n;81000;ALBI;0410
RUE BIR HAKEIM;1:9999:n;81000;ALBI;0417
CHEMIN DE PEYROULIE HAUT;1:9999:n;81000;ALBI;0301
CHEMIN DE SAINT AMARAND HAUT;2:20:p;81000;ALBI;1003
CHEMIN DE SAINT AMARAND HAUT;1:13:i;81000;ALBI;1003
CHEMIN DE SAINT AMARAND HAUT;42:150:p;81000;ALBI;0301
CHEMIN DE SAINT AMARAND HAUT;19:101:i;81000;ALBI;0301
RUE GENERAL D HAUTPOUL;1:9999:n;81000;ALBI;0103
PASSAGE VALENTIN HAUY;1:9999:n;81000;ALBI;0110
AVENUE EDOUARD HERRIOT;1:9999:n;81000;ALBI;0205
AVENUE GENERAL HOCHE;1:9999:n;81000;ALBI;0103
RUE DE L HOMESTEAD;1:9999:n;81000;ALBI;0111
ALLEE DES HORTENSIAS;1:9999:n;81000;ALBI;0102
IMPASSE VICTOR HUGO;1:9999:n;81000;ALBI;0412
AVENUE VICTOR HUGO;1:9999:n;81000;ALBI;0412
CHEMIN DES HUTTES;1:9999:n;81000;ALBI;1002
RUE LOUIS ICHART;1:9999:n;81000;ALBI;0111
RUE ANDRE IMBERT;1:9999:n;81000;ALBI;0413
RUE DU 15E REGIMENT D INFANTERIE;1:9999:n;81000;ALBI;0305
RUE DOMINIQUE INGRES;1:9999:n;81000;ALBI;0107
CITE DES ISSARDS;1:9999:n;81000;ALBI;0411
CHEMIN DES ISSARDS;1:9999:n;81000;ALBI;0411
IMPASSE ITIE;1:9999:n;81000;ALBI;0110
ALLEE LOUIS IZARD;1:9999:n;81000;ALBI;0203
RUE PIERRE JAMET;1:9999:n;81000;ALBI;0418
ALLEE FRANCIS JAMMES;1:9999:n;81000;ALBI;0410
RUE DES JARDINIERS;1:9999:n;81000;ALBI;0112
RUE DES JARDINS;2:10:p;81000;ALBI;9001
RUE DES JARDINS;1:3:i;81000;ALBI;9001
RUE DES JARDINS;2:32:p;81000;ALBI;0205
RUE DES JARDINS;1:31:i;81000;ALBI;0205
RUE DE JARLARD;2:p;81000;ALBI;8001
RUE DE JARLARD;10:160:p;81000;ALBI;0203
RUE DE JARLARD;1:145:i;81000;ALBI;0203
RUE DE JARLARD;188:200:p;81000;ALBI;0303
RUE DE JARLARD;189:221:i;81000;ALBI;0303
PLACE JEAN JAURES;2:34:p;81000;ALBI;0415
PLACE JEAN JAURES;2:48:p;81000;ALBI;9002
PLACE JEAN JAURES;38:48:p;81000;ALBI;0407
IMPASSE DE JAUTZOU;1:9999:n;81000;ALBI;0303
RUE DE JAUTZOU;1:9999:n;81000;ALBI;0303
RUE SAINT JEAN;1:9999:n;81000;ALBI;0411
AVENUE DU MARECHAL JOFFRE;1:9999:n;81000;ALBI;0415
RUE EMILE JOLIBOIS;1:9999:n;81000;ALBI;0409
RUE LOUIS JOLY;1:9999:n;81000;ALBI;0408
RUE MARQUIS DE LA JONQUIERE;1:9999:n;81000;ALBI;0413
RUE LOUIS JOUVET;1:9999:n;81000;ALBI;0413
RUE MAURICE JOYANT;1:9999:n;81000;ALBI;1007
AVENUE DE SAINT JUERY;26:114:p;81000;ALBI;0306
AVENUE DE SAINT JUERY;19:143:i;81000;ALBI;0306
AVENUE DE SAINT JUERY;124:172:p;81000;ALBI;0305
AVENUE DE SAINT JUERY;151:195:i;81000;ALBI;0305
AVENUE DE SAINT JUERY;400:p;81000;ALBI;0308
AVENUE MARECHAL JUIN;1:9999:n;81000;ALBI;0413
RUE DU CAPITAINE JULIA;1:9999:n;81000;ALBI;0110
PLACE SAINT JULIEN;1:9999:n;81000;ALBI;0401
RUE EDOUARD JULIEN;1:9999:n;81000;ALBI;0418
RUE SAINT JULIEN;1:9999:n;81000;ALBI;0401
AVENUE MARECHAL KELLERMANN;1:9999:n;81000;ALBI;0104
AVENUE DU PRESIDENT KENNEDY;1:9999:n;81000;ALBI;0405
RUE DU PASTEUR MARTIN LUTHER KING;1:9999:n;81000;ALBI;0305
RUE MARECHAL PIERRE KOENIG;1:9999:n;81000;ALBI;0203
RUE CHANOINE DE LACGER;1:9999:n;81000;ALBI;0417
BOULEVARD LACOMBE;1:9999:n;81000;ALBI;0414
RUE RENE LACOSTE;1:9999:n;81000;ALBI;0303
RUE JULES LADOUMEGUE;1:9999:n;81000;ALBI;0203
ALLEE DU DOCTEUR LAENNEC;1:9999:n;81000;ALBI;0203
RUE BERNE LAGARDE;1:9999:n;81000;ALBI;0202
RUE LEO LAGRANGE;1:9999:n;81000;ALBI;0303
RUE LAMARTINE;1:9999:n;81000;ALBI;0417
RUE HENRI LAMAZOUERE;1:9999:n;81000;ALBI;0203
RUE FLEURIOT DE LANGLE;1:9999:n;81000;ALBI;0413
BOULEVARD MARECHAL LANNES;4:14:p;81000;ALBI;0104
BOULEVARD MARECHAL LANNES;60:94:p;81000;ALBI;0025
BOULEVARD MARECHAL LANNES;15:45:i;81000;ALBI;0025
RUE GEORGES LAPANOUSE;1:9999:n;81000;ALBI;0203
PLACE LAPEROUSE;1:9:i;81000;ALBI;0403
PLACE LAPEROUSE;2:14:p;81000;ALBI;9001
PLACE LAPEROUSE;1:9:i;81000;ALBI;9001
PLACE LAPEROUSE;2:14:p;81000;ALBI;0415
PLACE LAPEROUSE;11:31:i;81000;ALBI;0416
RUE LAROCHE;1:9999:n;81000;ALBI;0404
CAMI DE LASCAMPS;1:9999:n;81000;ALBI;0411
RUE GERMAIN LAUR;1:9999:n;81000;ALBI;0414
MAS DE LAUTARD;1:9999:n;81000;ALBI;1005
RUE HENRI DE TOULOUSE LAUTREC;1:9999:n;81000;ALBI;0403
CHEMIN DE LAVAZIERE;1:9999:n;81000;ALBI;0408
RUE LAVAZIERE;1:9999:n;81000;ALBI;0407
RUE LAVEDAN;1:9999:n;81000;ALBI;0404
RUE ANTOINE LAVOISIER;1:9999:n;81000;ALBI;8002
IMPASSE PHILIPPE LEBON;1:9999:n;81000;ALBI;8002
RUE PHILIPPE LEBON;2:40:p;81000;ALBI;8001
RUE PHILIPPE LEBON;1:47:i;81000;ALBI;8001
RUE PHILIPPE LEBON;12:22:p;81000;ALBI;8002
RUE PHILIPPE LEBON;5:23:i;81000;ALBI;8002
RUE CONSUL LEBRUN;1:9999:n;81000;ALBI;0102
RUE GENERAL LECLERC;1:9999:n;81000;ALBI;0414
RUE MICHEL LECLERC;1:9999:n;81000;ALBI;0407
RUE SUZANNE LENGLEN;1:9999:n;81000;ALBI;0304
PASSAGE SAINT LEU;1:9999:n;81000;ALBI;0409
CHEMIN LE LEUZE;1:9999:n;81000;ALBI;1010
RUE DE LEVIZAC;1:i;81000;ALBI;9006
RUE DE LEVIZAC;18:46:p;81000;ALBI;0104
RUE DE LEVIZAC;1:31:i;81000;ALBI;0104
RUE DE LEVIZAGUET;1:9999:n;81000;ALBI;0104
IMPASSE MAS DE LIEURE;1:9999:n;81000;ALBI;0110
RUE DES LILAS;1:9999:n;81000;ALBI;0417
RUE CHARLES LIOZU;1:9999:n;81000;ALBI;0205
RUE DE LISBONNE;1:9999:n;81000;ALBI;0305
RUE ROUGET DE LISLE;1:9999:n;81000;ALBI;0025
RUE RODOLFO LLOPIS;1:9999:n;81000;ALBI;0305
AVENUE DU LOIRAT;1:9999:n;81000;ALBI;0202
IMPASSE DE LOMBARDOU;1:9999:n;81000;ALBI;1006
CHEMIN DU LOMBARDOU;1:9999:n;81000;ALBI;1006
RUE DE LONDRES;1:9999:n;81000;ALBI;0305
BOULEVARD ALSACE LORRAINE;1:9999:n;81000;ALBI;0110
RUE PIERRE LOTI;1:9999:n;81000;ALBI;0405
RUE SAINT LOUP;1:9999:n;81000;ALBI;0402
BOULEVARD DU LUDE;1:9999:n;81000;ALBI;0407
RUE DU PETIT LUDE;1:9999:n;81000;ALBI;0416
RUE AUGUSTE LUMIERE;1:9999:n;81000;ALBI;0306
RUE LOUIS LUMIERE;1:9999:n;81000;ALBI;0306
RUE JEAN LURCAT;1:9999:n;81000;ALBI;0101
RUE DE LUXEMBOURG;1:9999:n;81000;ALBI;0305
RUE MARECHAL LYAUTEY;1:9999:n;81000;ALBI;0203
RUE DU DOCTEUR MACHET;1:9999:n;81000;ALBI;0203
RUE DE LA MADELEINE;1:9999:n;81000;ALBI;0113
RUE RENE MAGRITTE;1:9999:n;81000;ALBI;0107
RUE DU MAIL;1:9999:n;81000;ALBI;0403
RUE LOUIS MAILLE;1:9999:n;81000;ALBI;0102
RUE DE LA MAITRISE;1:9999:n;81000;ALBI;0402
RUE MAJESTE;1:9999:n;81000;ALBI;0112
PLACE DE LA MALADRERIE;1:9999:n;81000;ALBI;0412
RUE DU CAPITAINE MALAVAL;1:9999:n;81000;ALBI;0408
RUE ANDRE MALRAUX;1:9999:n;81000;ALBI;0114
RUE AUGUSTIN MALROUX;1:9999:n;81000;ALBI;0401
RUE DE MALSANG;1:9999:n;81000;ALBI;0102
RUE DU DOCTEUR DOMINIQUE MALVY;1:9999:n;81000;ALBI;0106
CHEMIN EUGENE MANCEL;1:9999:n;81000;ALBI;0105
RUE HENRI MANHES;1:9999:n;81000;ALBI;0414
RUE YVES DU MANOIR;1:9999:n;81000;ALBI;0203
RUE DE LA MANUTENTION;1:9999:n;81000;ALBI;0416
PLACE DU MAQUIS;1:9999:n;81000;ALBI;0404
PASSAGE DES MARAICHERS;1:9999:n;81000;ALBI;1005
RUE BAPTISTE MARCET;1:9999:n;81000;ALBI;0203
RUE DU GENERAL MARCHAND;1:9999:n;81000;ALBI;0203
IMPASSE SAINTE MARIE;1:9999:n;81000;ALBI;0403
RUE SAINTE MARIE;5:9:i;81000;ALBI;9006
RUE SAINTE MARIE;5:13:i;81000;ALBI;0113
RUE SAINTE MARIE;11:13:i;81000;ALBI;9001
RUE MARIES;1:9999:n;81000;ALBI;0401
PASSAGE DE LA MARINIE;1:9999:n;81000;ALBI;0114
PLACE DE LA MARNE;1:9999:n;81000;ALBI;0203
RUE ALBERT MARQUET;1:9999:n;81000;ALBI;0107
IMPASSE DU MARRANEL;1:9999:n;81000;ALBI;0303
RUE DU MARRANEL;2:26:p;81000;ALBI;0304
RUE DU MARRANEL;7:21:i;81000;ALBI;0304
RUE DU MARRANEL;34:94:p;81000;ALBI;0303
RUE DU MARRANEL;23:79:i;81000;ALBI;0303
CHEMIN DE MARRE;1:9999:n;81000;ALBI;1005
PLACE DU 19 MARS 1962;1:9999:n;81000;ALBI;0417
IMPASSE SAINTE MARTIANE;1:9999:n;81000;ALBI;0401
RUE LEONCE DE SAINT MARTIN;1:9999:n;81000;ALBI;0205
RUE PLAINE SAINT MARTIN;1:9999:n;81000;ALBI;0205
SQUARE SAINT MARTIN;1:9999:n;81000;ALBI;0205
IMPASSE EDMOND MARTY;1:9999:n;81000;ALBI;0112
RUE EDMOND MARTY;1:9999:n;81000;ALBI;0112
RUE MARIE MARVINGT;1:9999:n;81000;ALBI;0410
IMPASSE DE MASCRABIERES;1:9999:n;81000;ALBI;0805
CHEMIN DE MASCRABIERES;1:9999:n;81000;ALBI;0805
RUE MARECHAL MASSENA;1:9999:n;81000;ALBI;0103
RUE JULES MASSENET;1:9999:n;81000;ALBI;0405
RUE PROSPER MASSON;1:9999:n;81000;ALBI;0418
RUE HENRI MATISSE;1:9999:n;81000;ALBI;0101
RUE DU COLONEL JEAN MAUREL;1:9999:n;81000;ALBI;0306
CHEMIN DE MAYRIC;1:9999:n;81000;ALBI;0805
AVENUE DE MAZICOU;1:9999:n;81000;ALBI;0106
RUE JEAN MERMOZ;1:9999:n;81000;ALBI;0410
ALLEE DES MESANGES;1:9999:n;81000;ALBI;0106
RUE DE METZ;1:9999:n;81000;ALBI;0110
IMPASSE DE MEZARD;1:9999:n;81000;ALBI;0408
CHEMIN DE MEZARD;1:9999:n;81000;ALBI;0408
RUE JULES MICHELET;1:9999:n;81000;ALBI;0105
SQUARE MICHELET;1:9999:n;81000;ALBI;0105
PLACE MONSEIGNEUR MIGNOT;1:9999:n;81000;ALBI;0402
RUE DE LA MILLASSOLLE;1:9999:n;81000;ALBI;0304
ROUTE DE MILLAU;2:136:p;81000;ALBI;0306
ROUTE DE MILLAU;31:155:i;81000;ALBI;0306
ROUTE DE MILLAU;58:62:p;81000;ALBI;8001
ROUTE DE MILLAU;146:148:p;81000;ALBI;8002
ROUTE DE MILLAU;150:152:p;81000;ALBI;0301
ROUTE DE MILLAU;213:i;81000;ALBI;0301
ROUTE DE MILLAU;174:p;81000;ALBI;1002
ROUTE DE MILLAU;191:203:i;81000;ALBI;1002
RUE JEAN FRANCOIS MILLET;1:9999:n;81000;ALBI;0107
CHEMIN DES MILLETTES;1:9999:n;81000;ALBI;1003
RUE DES MIMOSAS;1:9999:n;81000;ALBI;0114
RUE ALAIN MIMOUN;1:9999:n;81000;ALBI;0303
AVENUE MIRABEAU;1:9999:n;81000;ALBI;0025
IMPASSE PUECH MIROL;1:9999:n;81000;ALBI;0415
AVENUE FREDERIC MISTRAL;1:9999:n;81000;ALBI;0418
RUE HENRI MOISSAN;1:9999:n;81000;ALBI;0301
RUE HENRI MOISSAN;2:48:p;81000;ALBI;8001
RUE HENRI MOISSAN;1:79:i;81000;ALBI;8001
RUE DES MOISSONS;1:9999:n;81000;ALBI;0303
RUE DES MOLES;1:9999:n;81000;ALBI;0113
RUE MOLIERE;1:9999:n;81000;ALBI;0418
RUE HERVE MOLINIER;1:9999:n;81000;ALBI;1001
RUE PIERRE MONDY;1:9999:n;81000;ALBI;0306
RUE ALFRED MONESTIES;1:9999:n;81000;ALBI;0114
RUE CLAUDE MONET;1:9999:n;81000;ALBI;0414
RUE GASPARD MONGE;1:9999:n;81000;ALBI;0304
RUE JEAN MONNET;1:9999:n;81000;ALBI;0305
RUE JACQUES MONOD;1:9999:n;81000;ALBI;8001
RUE MONTAUDRY;1:9999:n;81000;ALBI;0202
BOULEVARD MONTEBELLO;1:9999:n;81000;ALBI;0416
RUE DES FRERES MONTGOLFIER;1:9999:n;81000;ALBI;0411
ROUTE DE MONTPLAISIR;1:9999:n;81000;ALBI;0301
RUE EMMANUEL MORA;1:9999:n;81000;ALBI;0105
RUE JEANNE MOREAU;1:9999:n;81000;ALBI;1010
RUE BERTHE MORISOT;1:9999:n;81000;ALBI;0107
RUE MARECHAL MORTIER;1:9999:n;81000;ALBI;0104
RUE DE LA MOTHE;1:9999:n;81000;ALBI;0113
ALLEE DES MOUETTES;1:9999:n;81000;ALBI;0106
LICES JEAN MOULIN;1:9999:n;81000;ALBI;0403
CHEMIN DU MOULIN;1:9999:n;81000;ALBI;1001
RUE DE LA MOULINE;2:32:p;81000;ALBI;0101
RUE DE LA MOULINE;1:57:i;81000;ALBI;0101
RUE DE LA MOULINE;46:76:p;81000;ALBI;0107
RUE DE LA MOULINE;59:67:i;81000;ALBI;0107
RUE BASSE DES MOULINS;1:9999:n;81000;ALBI;0401
IMPASSE PIERRE MOURGUES;1:9999:n;81000;ALBI;0106
RUE PIERRE MOURGUES;1:9999:n;81000;ALBI;0106
RUE MOZART;1:9999:n;81000;ALBI;0405
RUE DES MUETTES;1:9999:n;81000;ALBI;0403
CHEMIN DE NAPOULS;1:9999:n;81000;ALBI;1003
CHEMIN DE NAUDY;1:9999:n;81000;ALBI;1005
RUE DE LA NEGROUILLERE;1:9999:n;81000;ALBI;0102
RUE PABLO NERUDA;1:9999:n;81000;ALBI;0025
LA BORIE NEUVE;1:9999:n;81000;ALBI;1010
RUE DE LA PORTE NEUVE;1:9999:n;81000;ALBI;0403
RUE ISAAC NEWTON;1:9999:n;81000;ALBI;8002
RUE MARECHAL NEY;1:9999:n;81000;ALBI;0103
RUE ALFRED NOBEL;1:9999:n;81000;ALBI;0417
RUE DES NOBLES;1:9999:n;81000;ALBI;0403
IMPASSE DU DOCTEUR SUZANNE NOEL;1:9999:n;81000;ALBI;0111
CHEMIN DE LAVAUR NORD;1:9999:n;81000;ALBI;1009
RUE DE L ECOLE NORMALE;1:9999:n;81000;ALBI;0409
CHEMIN DE LA NOUGAREDE;1:9999:n;81000;ALBI;0105
RUE DE LA NOUGAREDE;1:9999:n;81000;ALBI;0105
RUE CHARLES NUNGESSER;1:9999:n;81000;ALBI;0411
RUE DE L OCCIDENT;1:9999:n;81000;ALBI;0412
RUE DES ORFEVRES;1:9999:n;81000;ALBI;0402
RUE MICHELINE OSTERMEYER;1:9999:n;81000;ALBI;0805
RUE MARECHAL OUDINOT;1:9999:n;81000;ALBI;0103
RUE DE L OULMET;1:9999:n;81000;ALBI;0402
RUE D OUSTRY;1:9999:n;81000;ALBI;0114
RUE MARCEL PAGNOL;1:9999:n;81000;ALBI;0407
IMPASSE CROIX DE LA PAIX;1:9999:n;81000;ALBI;0417
RUE CROIX DE LA PAIX;1:9999:n;81000;ALBI;0417
RUE TRUEL DE PALAFFRE;1:9999:n;81000;ALBI;0415
PLACE DU PALAIS;1:9999:n;81000;ALBI;0403
RUE DU PALAIS;1:9999:n;81000;ALBI;0403
CHEMIN BAS DE LA PALE;1:9999:n;81000;ALBI;1010
CHEMIN DE LA PALE;1:9999:n;81000;ALBI;1010
CHEMIN DE LA PALE;2:36:p;81000;ALBI;1009
LIEU DIT LA PALE;1:9999:n;81000;ALBI;1009
RUE DU PARADIS;1:9999:n;81000;ALBI;0402
RUE ANDRE PARAYRE;1:9999:n;81000;ALBI;0413
AVENUE DU PARC;1:9999:n;81000;ALBI;0415
RUE AMBROISE PARE;1:9999:n;81000;ALBI;8001
ESPLANADE DES PARTISANS;2:8:p;81000;ALBI;0401
ESPLANADE DES PARTISANS;2:8:p;81000;ALBI;9001
ESPLANADE DES PARTISANS;3:i;81000;ALBI;9001
ESPLANADE DES PARTISANS;3:i;81000;ALBI;0403
RUE BLAISE PASCAL;1:9999:n;81000;ALBI;0304
CHEMIN DU PASTEL;1:9999:n;81000;ALBI;1005
RUE DES PASTELIERS;1:9999:n;81000;ALBI;0305
RUE PASTEUR;1:9999:n;81000;ALBI;0415
RUE LOUISA PAULIN;1:9999:n;81000;ALBI;0205
IMPASSE DES PAVILLONS;1:9999:n;81000;ALBI;0417
RUE DES PAVILLONS;1:9999:n;81000;ALBI;0417
RUE ROGER PAYRASTRE;1:9999:n;81000;ALBI;1001
RUE GABRIEL PECH;1:9999:n;81000;ALBI;0414
RUE CHARLES PEGUY;1:9999:n;81000;ALBI;0414
PASSAGE CHARLES PEGUY;1:9999:n;81000;ALBI;0414
PELATIE;1:9999:n;81000;ALBI;1005
IMPASSE DE PELISSIER;1:9999:n;81000;ALBI;0111
CHEMIN SABLAS DE PELISSIER;1:9999:n;81000;ALBI;0805
AVENUE PELISSIER;1:9999:n;81000;ALBI;0111
LIEU DIT GARRIC DE PELISSIER;1:9999:n;81000;ALBI;0105
PLACE FERNAND PELLOUTIER;1:9999:n;81000;ALBI;0205
RUE DES PENITENTS;1:9999:n;81000;ALBI;0403
PASSAGE DE LA PEPINIERE;1:9999:n;81000;ALBI;0409
RUE JEAN PERERA;1:9999:n;81000;ALBI;0410
IMPASSE PAUL PERET;1:9999:n;81000;ALBI;0105
AVENUE PAUL PERET;1:9999:n;81000;ALBI;0105
RUE PERROTY;1:9999:n;81000;ALBI;0113
CHEMIN DE PUECH PETIT;1:9999:n;81000;ALBI;0408
CHEMIN DES HAUTS DE PUECH PETIT;1:9999:n;81000;ALBI;0408
RUE PUECH PETIT;1:9999:n;81000;ALBI;0408
PLACE DE L AMITIE ENTRE LES PEUPLES;1:9999:n;81000;ALBI;0415
MAS DU PEUPLIER;1:9999:n;81000;ALBI;0112
CHEMIN DES PEUPLIERS;1:9999:n;81000;ALBI;1005
CHEMIN DE PEYRET;1:9999:n;81000;ALBI;1003
CHEMIN DU MAS DE PEYRET;1:9999:n;81000;ALBI;1003
RUE PEYROLIERE;1:9999:n;81000;ALBI;0401
CHEMIN DU MAS DE PEYROULIE;1:9999:n;81000;ALBI;0301
CHEMIN DE LA PEYROUSE;1:9999:n;81000;ALBI;0304
RUE LOUIS PEZOUS;1:9999:n;81000;ALBI;0303
RUE EDITH PIAF;1:9999:n;81000;ALBI;0412
RUE DE LA PIALE;1:9999:n;81000;ALBI;0402
RUE PABLO PICASSO;1:9999:n;81000;ALBI;0107
CHEMIN DE PINERATO;1:9999:n;81000;ALBI;1005
RUE DES PINSONS;1:9999:n;81000;ALBI;0106
ALLEE DE LA PISCINE;1:9999:n;81000;ALBI;0107
RUE ABBE PISTRE;1:9999:n;81000;ALBI;0304
RUE DU PLANCAT;1:9999:n;81000;ALBI;0402
CITE DES PLANQUES;1:9999:n;81000;ALBI;0306
RUE RAYMOND PLANTEVIN;1:9999:n;81000;ALBI;0305
RUE JEAN POLYCARPE;1:9999:n;81000;ALBI;0111
RUE DE LA POMPE;1:9999:n;81000;ALBI;0102
LICES GEORGES POMPIDOU;1:9999:n;81000;ALBI;0403
RUE PATRICK PONS;1:9999:n;81000;ALBI;0303
RUE DU GENERAL PONT;1:9999:n;81000;ALBI;0404
RUE DU PORT;1:9999:n;81000;ALBI;0113
RUE PORTA;2:32:p;81000;ALBI;9006
RUE PORTA;5:11:i;81000;ALBI;9006
RUE PORTA;2:102:p;81000;ALBI;0113
RUE PORTA;5:75:i;81000;ALBI;0113
RUE PORTA;34:102:p;81000;ALBI;9001
RUE PORTA;13:75:i;81000;ALBI;9001
RUE CHARLES PORTAL;1:9999:n;81000;ALBI;0409
RUE DE LA POUDRIERE;1:9999:n;81000;ALBI;0418
RUE PAUL POUJOL;1:9999:n;81000;ALBI;0412
RUE FRANCISQUE POULBOT;1:9999:n;81000;ALBI;0113
RUE DE LA PRADE;1:9999:n;81000;ALBI;0304
CHEMIN DE PRADELES;1:9999:n;81000;ALBI;0025
RUE JEAN PRAT;1:9999:n;81000;ALBI;0805
CHEMIN PRATGRAUSSALS;1:9999:n;81000;ALBI;0110
RUE DES PRESSOIRS;1:9999:n;81000;ALBI;0415
RUE DES PRETRES;1:9999:n;81000;ALBI;0402
PASSAGE DE LA PREVOTTE;1:9999:n;81000;ALBI;0402
RUE RENE PRINCETEAU;1:9999:n;81000;ALBI;0417
CHEMIN DE QUARRE;1:9999:n;81000;ALBI;1009
CHEMIN DE SAINT QUENTIN;1:9999:n;81000;ALBI;0805
IMPASSE DE LA RACHOUNE;1:9999:n;81000;ALBI;0405
RUE DE LA RACHOUNE;1:9999:n;81000;ALBI;0405
CITE DE RANTEIL;1:9999:n;81000;ALBI;1002
CHEMIN DE RANTEIL;1:9999:n;81000;ALBI;1002
RUE RAPHAEL;1:9999:n;81000;ALBI;0101
RUE LOUIS RASCOL;1:9999:n;81000;ALBI;0205
IMPASSE MAS DE RASQUE;1:9999:n;81000;ALBI;0110
IMPASSE MAURICE RAVEL;1:9999:n;81000;ALBI;0405
IMPASSE PRIVEE DE RAYGADE;1:9999:n;81000;ALBI;1001
CHEMIN DE RAYGADE;1:9999:n;81000;ALBI;1009
RUE DU DOCTEUR RAYNAL;1:9999:n;81000;ALBI;0106
CHEMIN DU CHATEAU DE RAYSSAC;1:9999:n;81000;ALBI;1009
RUE DE RAYSSAC;1:9999:n;81000;ALBI;0413
CHEMIN PECH REDON;1:9999:n;81000;ALBI;1002
RUE REMBRANDT;1:9999:n;81000;ALBI;0101
RUE MADELEINE RENAUD;1:9999:n;81000;ALBI;0304
PLACE DE LA RENAUDIE;1:9999:n;81000;ALBI;0305
ALLEE DE LA RENAUDIE;1:9999:n;81000;ALBI;0305
RUE LOUIS RENAUDIN;1:9999:n;81000;ALBI;0409
RUE AUGUSTE RENOIR;1:9999:n;81000;ALBI;0107
